% Taken from CHIANTI DB version 7.0
%atomic_number ion_number(of destination ion) energy in cm^-1
   22   22      53440800.00000
   23    1         54360.00000
   23    2        118200.00000
   23    3        236410.00000
   23    4        376730.00000
   23    5        526532.00000
   23    6       1033400.00000
   23    7       1215000.00000
   23    8       1399000.00000
   23    9       1660000.00000
   23   10       1859000.00000
   23   11       2062000.00000
   23   12       2485000.00000
   23   13       2712250.00000
   23   14       7227000.00000
   23   15       7870000.00000
   23   16       8549000.00000
   23   17       9420000.00000
   23   18      10160000.00000
   23   19      10930000.00000
   23   20      11990000.00000
   23   21      12660000.00000
   23   22      55259000.00000
   23   23      58443900.00000
   24    1         54575.60000
   24    2        132966.00000
   24    3        249700.00000
   24    4        396500.00000
   24    5        560200.00000
   24    6        731020.00000
   24    7       1291900.00000
   24    8       1490000.00000
   24    9       1688000.00000
   24   10       1971000.00000
   24   11       2184000.00000
   24   12       2404000.00000
   24   13       2862000.00000
   24   14       3098520.00000
   24   15       8151000.00000
   24   16       8850000.00000
   24   17       9560000.00000
   24   18      10480000.00000
   24   19      11260000.00000
   24   20      12070000.00000
   24   21      13180000.00000
   24   22      13882000.00000
   24   23      60344000.00000
   24   24      63675900.00000
   25    1         59959.40000
   25    2        126145.00000
   25    3        271550.00000
   25    4        413000.00000
   25    5        584000.00000
   25    6        771100.00000
   25    7        961440.00000
   25    8       1569000.00000
   25    9       1789000.00000
   25   10       2003000.00000
   25   11       2307000.00000
   25   12       2536000.00000
   25   13       2771000.00000
   25   14       3250000.00000
   25   15       3509820.00000
   25   16       9152000.00000
   25   17       9872000.00000
   25   18      10620000.00000
   25   19      11590000.00000
   25   20      12410000.00000
   25   21      13260000.00000
   25   22      14420000.00000
   25   23      15162000.00000
   25   24      65660000.00000
   25   25      69137400.00000
   26    1         63737.00000
   26    2        130563.00000
   26    3        247220.00000
   26    4        442000.00000
   26    5        605000.00000
   26    6        799000.00000
   26    7       1008000.00000
   26    8       1218380.00000
   26    9       1884000.00000
   26   10       2114000.00000
   26   11       2341000.00000
   26   12       2668000.00000
   26   13       2912000.00000
   26   14       3163000.00000
   26   15       3686000.00000
   26   16       3946280.00000
   26   17      10180000.00000
   26   18      10985000.00000
   26   19      11850000.00000
   26   20      12708000.00000
   26   21      13620000.00000
   26   22      14510000.00000
   26   23      15797000.00000
   26   24      16500000.00000
   26   25      71203000.00000
   26   26      74829600.00000
   27    1         63430.00000
   27    2        137795.00000
   27    3        270200.00000
   27    4        413500.00000
   27    5        641000.00000
   27    6        823000.00000
   27    7       1040000.00000
   27    8       1273000.00000
   27    9       1501300.00000
   27   10       2221000.00000
   27   11       2460000.00000
   27   12       2710000.00000
   27   13       3057000.00000
   27   14       3315000.00000
   27   15       3580000.00000
   27   16       4129200.00000
   27   17       4408500.00000
   27   18      11269000.00000
   27   19      12135000.00000
   27   20      12930000.00000
   27   21      13990000.00000
   27   22      14890000.00000
   27   23      15820000.00000
   27   24      17090000.00000
   27   25      17897000.00000
   27   26      76979000.00000
   27   27      80753200.00000
   28    1         61600.00000
   28    2        146541.56000
   28    3        283800.00000
   28    4        443000.00000
   28    5        613500.00000
   28    6        870000.00000
   28    7       1070000.00000
   28    8       1310000.00000
   28    9       1560000.00000
   28   10       1812000.00000
   28   11       2589000.00000
   28   12       2840000.00000
   28   13       3100000.00000
   28   14       3470000.00000
   28   15       3740000.00000
   28   16       4020000.00000
   28   17       4606000.00000
   28   18       4896200.00000
   28   19      12430000.00000
   28   20      13290000.00000
   28   21      14160000.00000
   28   22      15280000.00000
   28   23      16220000.00000
   28   24      17190000.00000
   28   25      18510000.00000
   28   26      19351000.00000
   28   27      82984000.00000
   28   28      86909400.00000
   29    1         62317.44000
   29    2        163669.20000
   29    3        297140.00000
   29    4        462800.00000
   29    5        644000.00000
   29    6        831000.00000
   29    7       1120000.00000
   29    8       1339000.00000
   29    9       1605000.00000
   29   10       1871000.00000
   29   11       2146000.00000
   29   12       2975000.00000
   29   13       3234000.00000
   29   14       3508000.00000
   29   15       3903000.00000
   29   16       4194000.00000
   29   17       4493000.00000
   29   18       5105000.00000
   29   19       5409000.00000
   29   20      13628000.00000
   29   21      14550000.00000
   29   22      15450000.00000
   29   23      16620000.00000
   29   24      17600000.00000
   29   25      18620000.00000
   29   26      19986000.00000
   29   27      20870000.00000
   29   28      89223500.00000
   29   29      93297700.00000
   30    1         75769.33000
   30    2        144892.60000
   30    3        320390.00000
   30    4        480490.00000
   30    5        660000.00000
   30    6        871000.00000
   30    7       1081000.00000
   30    8       1403000.00000
   30    9       1637000.00000
   30   10       1920000.00000
   30   11       2210000.00000
   30   12       2507000.00000
   30   13       3385000.00000
   30   14       3662000.00000
   30   15       3952000.00000
   30   16       4372000.00000
   30   17       4670000.00000
   30   18       4990000.00000
   30   19       5630000.00000
   30   20       5947260.00000
   30   21      14890000.00000
   30   22      15860000.00000
   30   23      16810000.00000
   30   24      18020000.00000
   30   25      19040000.00000
   30   26      20110000.00000
   30   27      21490000.00000
   30   28      22450000.00000
   30   29      95696100.00000
   30   30      99921800.00000
% -1
%filename: chianti.ip
%ionization potentials: Martin, W.C., Sugar, J., Musgrove, A., Dalton, G.R.,
%    1995, NIST Database for Atomic Spectroscopy, Version 1.0, NIST Standard Reference Database 61
%    and Version 2.0 http://physics.nist.gov/cgi-bin/AtData/main_asd
%ionization postentials: additional data for Cu and Zn from Biemeont, E., Fremat, Y., Quinet, P., 1999, ADNDT, 71, 117
%ionization potentials: Erickson, G.W., 1977, J. Phys. Chem. Ref. Data, 6, 831
%ionization potentials: C.E. Moore, 1970, NSRDS-NBS 
%ionization potentials: Boiko V.A., Pal'chikov V.G., Skobelev I.Yu., Faenov A.Ya., Boiko V.A., Pal'chikov V.G., 
%    Skobelev I.Yu., Faenov A.Ya. from - http://spectr-w3.snz.ru/index.phtml
% produced as part of the Arcetri/Cambridge/NRL 'CHIANTI' atomic data base collaboration
%
%   K.P.Dere 2006
% -1
